row_id,cgid,label,description,mimic_id
832,14832,RO,Read Only,94020
833,14833,MD,Resident/Fellow/PA/NP,94021
834,14834,RN,,94022
835,14835,RO,Read Only,94023
836,14836,RO,Read Only,94024
837,14837,MD,,94025
838,14838,MD,Resident/Fellow/PA/NP,94026
839,14839,MDs,Resident/Fellow/PA/NP,94027
840,14840,MedSt,,94028
841,14841,RO,Read Only,94029
842,14842,MS,Resident/Fellow/PA/NP,94030
843,14843,MD,,94031
844,14844,MDs,Resident/Fellow/PA/NP,94032
845,14845,RO,Read Only,94033
846,14846,Intern,Resident/Fellow/PA/NP,94034
847,14847,MDs,,94035
848,14848,MD,,94036
849,14849,RO,Read Only,94037
850,14850,StNurs,,94038
851,14851,MD,,94039
852,14852,RO,Read Only,94040
853,14853,Res,Resident/Fellow/PA/NP,94041
854,14854,MD,,94042
855,14855,RN,,94043
856,14856,RO,Read Only,94044
857,14857,PCA,,94045
858,14858,RO,Read Only,94046
859,14859,RN,RN,94047
860,14860,rn,,94048
861,14861,MD,,94049
862,14862,RRT,,94050
863,14863,RN,,94051
864,14864,MD,,94052
865,14865,RN,,94053
866,14866,MD,,94054
867,14867,MDs,,94055
868,14868,MD,,94056
869,14869,Res,Resident/Fellow/PA/NP,94057
870,14870,RT,Respiratory,94058
871,14871,,,94059
872,14872,RN,,94060
873,14873,RO,Read Only,94061
874,14874,RO,Read Only,94062
875,14875,RO,Read Only,94063
876,14876,Res,Resident/Fellow/PA/NP,94064
877,14877,Res,Resident/Fellow/PA/NP,94065
878,14878,Res,Resident/Fellow/PA/NP,94066
879,14879,Res,Resident/Fellow/PA/NP,94067
880,14880,RO,Read Only,94068
881,14881,RT,Respiratory,94069
882,14882,RO,Read Only,94070
883,14883,Res,Resident/Fellow/PA/NP,94071
884,14884,Res,Resident/Fellow/PA/NP,94072
885,14885,UCO,UCO,94073
886,14886,Res,Resident/Fellow/PA/NP,94074
887,14887,MD,,94075
888,14888,MD,,94076
889,14889,CoWker,,94077
890,14890,Res,Resident/Fellow/PA/NP,94078
226,14001,RO,Read Only,94079
227,14002,RO,Read Only,94080
228,14003,,,94081
229,14004,AR,,94082
230,14005,MD,,94083
231,14006,MD,,94084
232,14007,MD,Read Only,94085
233,14008,RO,Read Only,94086
234,14009,MDs,,94087
235,14010,MDs,Resident/Fellow/PA/NP,94088
236,14011,RO,Read Only,94089
237,14012,MedSt,,94090
238,14013,RO,Read Only,94091
239,14014,RO,Read Only,94092
240,14015,RO,Read Only,94093
241,14016,RO,Read Only,94094
242,14017,MD,,94095
243,14018,RO,Read Only,94096
244,14019,Res,Resident/Fellow/PA/NP,94097
245,14020,RN,,94098
246,14021,Res,Resident/Fellow/PA/NP,94099
247,14022,Res,Resident/Fellow/PA/NP,94100
248,14023,RN,RN,94101
249,14024,MD,Attending,94102
250,14025,MD,,94103
251,14026,MDs,,94104
252,14027,Res,Resident/Fellow/PA/NP,94105
253,14028,Res,Resident/Fellow/PA/NP,94106
254,14029,MD,,94107
255,14030,RO,Read Only,94108
256,14031,RO,Read Only,94109
257,14032,MD,Read Only,94110
258,14033,RT,Respiratory,94111
259,14034,Res,Resident/Fellow/PA/NP,94112
260,14035,RO,Read Only,94113
261,14036,RO,Read Only,94114
262,14037,PHD,Attending,94115
263,14038,Res,Resident/Fellow/PA/NP,94116
264,14039,RO,Read Only,94117
265,14040,MD,,94118
266,14041,MD,,94119
267,14042,RO,Read Only,94120
268,14043,MD,,94121
269,14044,RO,Read Only,94122
270,14045,MD,Attending,94123
271,14046,RO,Read Only,94124
272,14047,RO,Read Only,94125
273,14048,RO,Read Only,94126
274,14049,MD,,94127
275,14050,MD,,94128
276,14051,MD,,94129
277,14052,MD,,94130
278,14053,RO,Read Only,94131
279,14054,MD,Resident/Fellow/PA/NP,94132
280,14055,MD,,94133
281,14056,MDs,Resident/Fellow/PA/NP,94134
282,14057,MD,,94135
283,14058,Dr,Read Only,94136
284,14059,RO,Read Only,94137
285,14060,RO,Read Only,94138
286,14061,MD,Read Only,94139
287,14062,MD,,94140
1,14063,Res,Resident/Fellow/PA/NP,94141
2,14064,RO,Read Only,94142
3,14065,MD,,94143
4,14066,RO,Read Only,94144
5,14067,MD,,94145
6,14068,MD,,94146
7,14069,Rehab,Rehabilitation,94147
8,14070,RO,Read Only,94148
9,14071,RO,Read Only,94149
10,14072,MD,Read Only,94150
11,14073,MedStu,,94151
12,14074,RO,Read Only,94152
13,14075,RO,Read Only,94153
14,14076,RO,Read Only,94154
15,14077,,,94155
16,14078,RN,RN,94156
17,14079,Res,Resident/Fellow/PA/NP,94157
18,14080,MD,Attending,94158
19,14081,SW,Social Worker,94159
20,14082,RO,Read Only,94160
21,14083,RT,Respiratory,94161
22,14084,RN,RN,94162
23,14085,Res,Resident/Fellow/PA/NP,94163
24,14086,Res,Resident/Fellow/PA/NP,94164
25,14087,Res,Resident/Fellow/PA/NP,94165
26,14088,RO,Read Only,94166
27,14089,Res,Resident/Fellow/PA/NP,94167
28,14090,Res,Resident/Fellow/PA/NP,94168
29,14091,MDs,Resident/Fellow/PA/NP,94169
30,14092,MedSt,,94170
31,14093,Res,Resident/Fellow/PA/NP,94171
32,14094,RD,Dietitian,94172
33,14095,RO,Read Only,94173
34,14096,MD,,94174
35,14097,MD,,94175
36,14098,RN,,94176
37,14099,MD,,94177
38,14100,RO,Read Only,94178
39,14101,RA,Read Only,94179
40,14102,MD,,94180
41,14103,MD,Resident/Fellow/PA/NP,94181
42,14104,Res,Resident/Fellow/PA/NP,94182
43,14105,Fell,Resident/Fellow/PA/NP,94183
44,14106,MD,,94184
45,14107,MD,,94185
46,14108,MD,,94186
47,14109,RO,Read Only,94187
48,14110,MD,Attending,94188
49,14111,Res,Resident/Fellow/PA/NP,94189
50,14112,MD,,94190
51,14113,MD,Attending,94191
52,14114,PA,Resident/Fellow/PA/NP,94192
53,14115,H,,94193
54,14116,MD,Attending,94194
55,14117,RO,Read Only,94195
56,14118,MDs,,94196
57,14119,RO,Read Only,94197
58,14120,RO,Read Only,94198
59,14121,St,,94199
60,14122,RO,Read Only,94200
61,14123,MDs,Resident/Fellow/PA/NP,94201
62,14124,RO,Read Only,94202
63,14125,RO,Read Only,94203
64,14126,Res,Resident/Fellow/PA/NP,94204
65,14127,Res,Resident/Fellow/PA/NP,94205
66,14128,MD,Resident/Fellow/PA/NP,94206
67,14129,RO,Read Only,94207
68,14130,Res,Resident/Fellow/PA/NP,94208
69,14131,RO,Read Only,94209
70,14132,MD,,94210
71,14133,RN,,94211
72,14134,RO,Read Only,94212
73,14135,MD,Resident/Fellow/PA/NP,94213
74,14136,MD,Read Only,94214
75,14137,IMD,IMD,94215
76,14138,MS,,94216
77,14139,UA,,94217
78,14140,MD,,94218
79,14141,RO,Read Only,94219
80,14142,MDs,,94220
81,14143,MD,Resident/Fellow/PA/NP,94221
82,14144,MD,,94222
83,14145,PA,,94223
84,14146,MD,Read Only,94224
85,14147,RO,Read Only,94225
86,14148,RO,Read Only,94226
87,14149,MD,,94227
88,14150,MD,,94228
89,14151,RN,RN,94229
90,14152,MD,,94230
91,14153,RO,Read Only,94231
92,14154,MDs,Resident/Fellow/PA/NP,94232
93,14155,RO,Read Only,94233
94,14156,DI,Dietitian,94234
95,14157,MD,,94235
96,14158,RO,Read Only,94236
97,14159,MD,Read Only,94237
98,14160,RN,,94238
99,14161,RO,Read Only,94239
100,14162,CoOpSt,,94240
101,14163,PCA,,94241
102,14164,UCO,UCO,94242
103,14165,RN,,94243
104,14166,RN,,94244
105,14167,RRT,,94245
106,14168,MD,Resident/Fellow/PA/NP,94246
107,14169,RRT,Respiratory,94247
108,14170,MDs,,94248
109,14171,MD,Resident/Fellow/PA/NP,94249
110,14172,RO,Read Only,94250
111,14173,Res,Resident/Fellow/PA/NP,94251
112,14174,Res,Resident/Fellow/PA/NP,94252
113,14175,MD,,94253
114,14176,RO,Read Only,94254
115,14177,MD,,94255
116,14178,RO,Read Only,94256
117,14179,MD,,94257
118,14180,MDs,Resident/Fellow/PA/NP,94258
119,14181,RO,Read Only,94259
120,14182,RN,RN,94260
