row_id,icd9_code,short_title,long_title,mimic_id
221,01234,TB laryngitis-cult dx,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000047
222,01235,TB laryngitis-histo dx,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000048
604,01792,TB organ NEC-exam unkn,"Tuberculosis of other specified organs, bacteriological or histological examination unknown (at present)",2001000049
223,01236,TB laryngitis-oth test,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000050
224,01280,Resp TB NEC-unspec,"Other specified respiratory tuberculosis, unspecified",2001000051
225,01281,Resp TB NEC-no exam,"Other specified respiratory tuberculosis, bacteriological or histological examination not done",2001000052
226,01282,Resp TB NEC-exam unkn,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)",2001000053
227,01283,Resp TB NEC-micro dx,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy",2001000054
228,01284,Resp TB NEC-cult dx,"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000055
229,01285,Resp TB NEC-histo dx,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000056
230,01286,Resp TB NEC-oth test,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000057
231,01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified",2001000058
232,01301,TB meningitis-no exam,"Tuberculous meningitis, bacteriological or histological examination not done",2001000059
233,0010,Cholera d/t vib cholerae,Cholera due to vibrio cholerae,2001000060
234,0011,Cholera d/t vib el tor,Cholera due to vibrio cholerae el tor,2001000061
235,0019,Cholera NOS,"Cholera, unspecified",2001000062
236,0020,Typhoid fever,Typhoid fever,2001000063
237,0021,Paratyphoid fever a,Paratyphoid fever A,2001000064
238,0022,Paratyphoid fever b,Paratyphoid fever B,2001000065
239,0023,Paratyphoid fever c,Paratyphoid fever C,2001000066
240,0029,Paratyphoid fever NOS,"Paratyphoid fever, unspecified",2001000067
241,0030,Salmonella enteritis,Salmonella gastroenteritis,2001000068
242,0031,Salmonella septicemia,Salmonella septicemia,2001000069
243,00320,Local salmonella inf NOS,"Localized salmonella infection, unspecified",2001000070
244,00321,Salmonella meningitis,Salmonella meningitis,2001000071
245,00322,Salmonella pneumonia,Salmonella pneumonia,2001000072
246,00323,Salmonella arthritis,Salmonella arthritis,2001000073
247,00324,Salmonella osteomyelitis,Salmonella osteomyelitis,2001000074
248,00329,Local salmonella inf NEC,Other localized salmonella infections,2001000075
249,0038,Salmonella infection NEC,Other specified salmonella infections,2001000076
250,0039,Salmonella infection NOS,"Salmonella infection, unspecified",2001000077
251,0040,Shigella dysenteriae,Shigella dysenteriae,2001000078
252,0041,Shigella flexneri,Shigella flexneri,2001000079
253,0042,Shigella boydii,Shigella boydii,2001000080
254,0043,Shigella sonnei,Shigella sonnei,2001000081
255,0048,Shigella infection NEC,Other specified shigella infections,2001000082
256,0049,Shigellosis NOS,"Shigellosis, unspecified",2001000083
257,0050,Staph food poisoning,Staphylococcal food poisoning,2001000084
258,0051,Botulism food poisoning,Botulism food poisoning,2001000085
259,0052,Food pois d/t c. perfrin,Food poisoning due to Clostridium perfringens (C. welchii),2001000086
260,0053,Food pois: clostrid NEC,Food poisoning due to other Clostridia,2001000087
261,0054,Food pois: v. parahaem,Food poisoning due to Vibrio parahaemolyticus,2001000088
262,00581,Food poisn d/t v. vulnif,Food poisoning due to Vibrio vulnificus,2001000089
263,00589,Bact food poisoning NEC,Other bacterial food poisoning,2001000090
264,0059,Food poisoning NOS,"Food poisoning, unspecified",2001000091
265,0060,Ac amebiasis w/o abscess,Acute amebic dysentery without mention of abscess,2001000092
266,0061,Chr amebiasis w/o absces,Chronic intestinal amebiasis without mention of abscess,2001000093
267,0062,Amebic nondysent colitis,Amebic nondysenteric colitis,2001000094
268,01676,TB fem gen NEC-oth test,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000095
269,01690,Gu TB NOS-unspec,"Genitourinary tuberculosis, unspecified, unspecified",2001000096
270,01691,Gu TB NOS-no exam,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done",2001000097
271,01692,Gu TB NOS-exam unkn,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)",2001000098
272,01693,Gu TB NOS-micro dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",2001000099
273,01694,Gu TB NOS-cult dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000100
274,01695,Gu TB NOS-histo dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000101
275,01696,Gu TB NOS-oth test,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000102
276,01700,TB skin/subcutan-unspec,"Tuberculosis of skin and subcutaneous cellular tissue, unspecified",2001000103
277,01701,TB skin/subcut-no exam,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done",2001000104
278,01702,TB skin/subcut-exam unkn,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)",2001000105
279,01703,TB skin/subcut-micro dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy",2001000106
280,01704,TB skin/subcut-cult dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000107
281,01705,TB skin/subcut-histo dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000108
282,01706,TB skin/subcut-oth test,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000109
283,01710,Erythema nodos tb-unspec,"Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified",2001000110
284,01711,Erythem nodos tb-no exam,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done",2001000111
285,01712,Erythem nod tb-exam unkn,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)",2001000112
286,01713,Erythem nod tb-micro dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy",2001000113
287,01714,Erythem nodos tb-cult dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000114
288,01715,Erythem nod tb-histo dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000115
1,01716,Erythem nod tb-oth test,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000116
2,01720,TB periph lymph-unspec,"Tuberculosis of peripheral lymph nodes, unspecified",2001000117
3,01721,TB periph lymph-no exam,"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination not done",2001000118
4,01722,TB periph lymph-exam unk,"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present)",2001000119
5,01723,TB periph lymph-micro dx,"Tuberculosis of peripheral lymph nodes, tubercle bacilli found (in sputum) by microscopy",2001000120
6,01724,TB periph lymph-cult dx,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000121
7,01725,TB periph lymph-histo dx,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000122
8,01726,TB periph lymph-oth test,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000123
9,01730,TB of eye-unspec,"Tuberculosis of eye, unspecified",2001000124
10,01731,TB of eye-no exam,"Tuberculosis of eye, bacteriological or histological examination not done",2001000125
11,01732,TB of eye-exam unkn,"Tuberculosis of eye, bacteriological or histological examination unknown (at present)",2001000126
12,01733,TB of eye-micro dx,"Tuberculosis of eye, tubercle bacilli found (in sputum) by microscopy",2001000127
13,01734,TB of eye-cult dx,"Tuberculosis of eye, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000128
14,01735,TB of eye-histo dx,"Tuberculosis of eye, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000129
15,01736,TB of eye-oth test,"Tuberculosis of eye, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000130
16,01740,TB of ear-unspec,"Tuberculosis of ear, unspecified",2001000131
17,01741,TB of ear-no exam,"Tuberculosis of ear, bacteriological or histological examination not done",2001000132
18,01742,TB of ear-exam unkn,"Tuberculosis of ear, bacteriological or histological examination unknown (at present)",2001000133
19,01743,TB of ear-micro dx,"Tuberculosis of ear, tubercle bacilli found (in sputum) by microscopy",2001000134
20,01744,TB of ear-cult dx,"Tuberculosis of ear, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000135
21,01745,TB of ear-histo dx,"Tuberculosis of ear, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000136
22,01746,TB of ear-oth test,"Tuberculosis of ear, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000137
23,01750,TB of thyroid-unspec,"Tuberculosis of thyroid gland, unspecified",2001000138
24,01751,TB of thyroid-no exam,"Tuberculosis of thyroid gland, bacteriological or histological examination not done",2001000139
25,01752,TB of thyroid-exam unkn,"Tuberculosis of thyroid gland, bacteriological or histological examination unknown (at present)",2001000140
26,01753,TB of thyroid-micro dx,"Tuberculosis of thyroid gland, tubercle bacilli found (in sputum) by microscopy",2001000141
27,01754,TB of thyroid-cult dx,"Tuberculosis of thyroid gland, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000142
28,01755,TB of thyroid-histo dx,"Tuberculosis of thyroid gland, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000143
29,01756,TB of thyroid-oth test,"Tuberculosis of thyroid gland, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000144
30,01760,TB of adrenal-unspec,"Tuberculosis of adrenal glands, unspecified",2001000145
31,01761,TB of adrenal-no exam,"Tuberculosis of adrenal glands, bacteriological or histological examination not done",2001000146
32,01762,TB of adrenal-exam unkn,"Tuberculosis of adrenal glands, bacteriological or histological examination unknown (at present)",2001000147
33,01763,TB of adrenal-micro dx,"Tuberculosis of adrenal glands, tubercle bacilli found (in sputum) by microscopy",2001000148
34,01764,TB of adrenal-cult dx,"Tuberculosis of adrenal glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000149
35,01765,TB of adrenal-histo dx,"Tuberculosis of adrenal glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000150
36,01766,TB of adrenal-oth test,"Tuberculosis of adrenal glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000151
37,01770,TB of spleen-unspec,"Tuberculosis of spleen, unspecified",2001000152
38,01771,TB of spleen-no exam,"Tuberculosis of spleen, bacteriological or histological examination not done",2001000153
39,01772,TB of spleen-exam unkn,"Tuberculosis of spleen, bacteriological or histological examination unknown (at present)",2001000154
40,01773,TB of spleen-micro dx,"Tuberculosis of spleen, tubercle bacilli found (in sputum) by microscopy",2001000155
372,0863,Gambian trypanosomiasis,Gambian trypanosomiasis,2001000156
41,01774,TB of spleen-cult dx,"Tuberculosis of spleen, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000157
42,01775,TB of spleen-histo dx,"Tuberculosis of spleen, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000158
43,01776,TB of spleen-oth test,"Tuberculosis of spleen, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000159
44,01780,TB esophagus-unspec,"Tuberculosis of esophagus, unspecified",2001000160
45,01781,TB esophagus-no exam,"Tuberculosis of esophagus, bacteriological or histological examination not done",2001000161
46,01782,TB esophagus-exam unkn,"Tuberculosis of esophagus, bacteriological or histological examination unknown (at present)",2001000162
47,01783,TB esophagus-micro dx,"Tuberculosis of esophagus, tubercle bacilli found (in sputum) by microscopy",2001000163
48,01784,TB esophagus-cult dx,"Tuberculosis of esophagus, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000164
49,01785,TB esophagus-histo dx,"Tuberculosis of esophagus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000165
50,01786,TB esophagus-oth test,"Tuberculosis of esophagus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000166
51,01790,TB of organ NEC-unspec,"Tuberculosis of other specified organs, unspecified",2001000167
52,01791,TB of organ NEC-no exam,"Tuberculosis of other specified organs, bacteriological or histological examination not done",2001000168
53,0063,Amebic liver abscess,Amebic liver abscess,2001000169
54,0064,Amebic lung abscess,Amebic lung abscess,2001000170
55,0065,Amebic brain abscess,Amebic brain abscess,2001000171
56,0066,Amebic skin ulceration,Amebic skin ulceration,2001000172
57,0068,Amebic infection NEC,Amebic infection of other sites,2001000173
58,0069,Amebiasis NOS,"Amebiasis, unspecified",2001000174
59,0070,Balantidiasis,Balantidiasis,2001000175
60,0071,Giardiasis,Giardiasis,2001000176
61,0072,Coccidiosis,Coccidiosis,2001000177
62,0073,Intest trichomoniasis,Intestinal trichomoniasis,2001000178
63,0074,Cryptosporidiosis,Cryptosporidiosis,2001000179
64,0075,Cyclosporiasis,Cyclosporiasis,2001000180
65,0078,Protozoal intest dis NEC,Other specified protozoal intestinal diseases,2001000181
66,0079,Protozoal intest dis NOS,Unspecified protozoal intestinal disease,2001000182
67,00800,Intest infec e coli NOS,"Intestinal infection due to E. coli, unspecified",2001000183
68,00801,Int inf e coli entrpath,Intestinal infection due to enteropathogenic E. coli,2001000184
69,00802,Int inf e coli entrtoxgn,Intestinal infection due to enterotoxigenic E. coli,2001000185
70,00803,Int inf e coli entrnvsv,Intestinal infection due to enteroinvasive E. coli,2001000186
71,00804,Int inf e coli entrhmrg,Intestinal infection due to enterohemorrhagic E. coli,2001000187
72,00809,Int inf e coli spcf NEC,Intestinal infection due to other intestinal E. coli infections,2001000188
73,0081,Arizona enteritis,Intestinal infection due to arizona group of paracolon bacilli,2001000189
74,0082,Aerobacter enteritis,Intestinal infection due to aerobacter aerogenes,2001000190
75,0083,Proteus enteritis,Intestinal infection due to proteus (mirabilis) (morganii),2001000191
76,00841,Staphylococc enteritis,Intestinal infection due to staphylococcus,2001000192
77,00842,Pseudomonas enteritis,Intestinal infection due to pseudomonas,2001000193
78,00843,Int infec campylobacter,Intestinal infection due to campylobacter,2001000194
79,00844,Int inf yrsnia entrcltca,Intestinal infection due to yersinia enterocolitica,2001000195
80,00845,Int inf clstrdium dfcile,Intestinal infection due to Clostridium difficile,2001000196
81,00846,Intes infec oth anerobes,Intestinal infection due to other anaerobes,2001000197
82,00847,Int inf oth grm neg bctr,Intestinal infection due to other gram-negative bacteria,2001000198
83,00849,Bacterial enteritis NEC,Intestinal infection due to other organisms,2001000199
84,0085,Bacterial enteritis NOS,"Bacterial enteritis, unspecified",2001000200
85,00861,Intes infec rotavirus,Enteritis due to rotavirus,2001000201
86,00862,Intes infec adenovirus,Enteritis due to adenovirus,2001000202
87,00863,Int inf norwalk virus,Enteritis due to norwalk virus,2001000203
88,00864,Int inf oth sml rnd vrus,Enteritis due to other small round viruses [SRV's],2001000204
89,00865,Enteritis d/t calicivirs,Enteritis due to calicivirus,2001000205
90,00866,Intes infec astrovirus,Enteritis due to astrovirus,2001000206
91,00867,Int inf enterovirus NEC,Enteritis due to enterovirus nec,2001000207
92,00869,Other viral intes infec,Enteritis due to other viral enteritis,2001000208
93,0088,Viral enteritis NOS,"Intestinal infection due to other organism, not elsewhere classified",2001000209
94,0090,Infectious enteritis NOS,"Infectious colitis, enteritis, and gastroenteritis",2001000210
95,0091,Enteritis of infect orig,"Colitis, enteritis, and gastroenteritis of presumed infectious origin",2001000211
96,0092,Infectious diarrhea NOS,Infectious diarrhea,2001000212
97,0093,Diarrhea of infect orig,Diarrhea of presumed infectious origin,2001000213
98,01000,Prim TB complex-unspec,"Primary tuberculous infection, unspecified",2001000214
99,01001,Prim TB complex-no exam,"Primary tuberculous infection, bacteriological or histological examination not done",2001000215
100,01002,Prim TB complex-exm unkn,"Primary tuberculous infection, bacteriological or histological examination unknown (at present)",2001000216
101,01003,Prim TB complex-micro dx,"Primary tuberculous infection, tubercle bacilli found (in sputum) by microscopy",2001000217
102,01004,Prim TB complex-cult dx,"Primary tuberculous infection, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000218
103,01005,Prim TB complex-histo dx,"Primary tuberculous infection, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000219
104,01006,Prim TB complex-oth test,"Primary tuberculous infection, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000220
105,01010,Prim TB pleurisy-unspec,"Tuberculous pleurisy in primary progressive tuberculosis, unspecified",2001000221
106,01011,Prim TB pleurisy-no exam,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination not done",2001000222
373,0864,Rhodesian trypanosomias,Rhodesian trypanosomiasis,2001000223
107,01012,Prim TB pleur-exam unkn,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination unknown (at present)",2001000224
108,01013,Prim TB pleuris-micro dx,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy",2001000225
109,01014,Prim TB pleurisy-cult dx,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000226
110,01015,Prim TB pleuris-histo dx,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000227
111,01016,Prim TB pleuris-oth test,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000228
112,01080,Prim prog TB NEC-unspec,"Other primary progressive tuberculosis, unspecified",2001000229
113,01081,Prim prog TB NEC-no exam,"Other primary progressive tuberculosis, bacteriological or histological examination not done",2001000230
114,01082,Prim pr TB NEC-exam unkn,"Other primary progressive tuberculosis, bacteriological or histological examination unknown (at present)",2001000231
115,01083,Prim prg TB NEC-micro dx,"Other primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy",2001000232
116,01084,Prim prog TB NEC-cult dx,"Other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000233
117,01085,Prim prg TB NEC-histo dx,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000234
118,01086,Prim prg TB NEC-oth test,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000235
119,01090,Primary TB NOS-unspec,"Primary tuberculous infection, unspecified, unspecified",2001000236
120,01091,Primary TB NOS-no exam,"Primary tuberculous infection, unspecified, bacteriological or histological examination not done",2001000237
121,01092,Primary TB NOS-exam unkn,"Primary tuberculous infection, unspecified, bacteriological or histological examination unknown (at present)",2001000238
122,01093,Primary TB NOS-micro dx,"Primary tuberculous infection, unspecified, tubercle bacilli found (in sputum) by microscopy",2001000239
123,01094,Primary TB NOS-cult dx,"Primary tuberculous infection, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000240
124,01095,Primary TB NOS-histo dx,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000241
125,01096,Primary TB NOS-oth test,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000242
126,01100,TB lung infiltr-unspec,"Tuberculosis of lung, infiltrative, unspecified",2001000243
127,01101,TB lung infiltr-no exam,"Tuberculosis of lung, infiltrative, bacteriological or histological examination not done",2001000244
128,01102,TB lung infiltr-exm unkn,"Tuberculosis of lung, infiltrative, bacteriological or histological examination unknown (at present)",2001000245
129,01103,TB lung infiltr-micro dx,"Tuberculosis of lung, infiltrative, tubercle bacilli found (in sputum) by microscopy",2001000246
130,01104,TB lung infiltr-cult dx,"Tuberculosis of lung, infiltrative, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",2001000247
131,01105,TB lung infiltr-histo dx,"Tuberculosis of lung, infiltrative, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",2001000248
132,01106,TB lung infiltr-oth test,"Tuberculosis of lung, infiltrative, tubercle bacilli not found bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",2001000249
133,01110,TB lung nodular-unspec,"Tuberculosis of lung, nodular, unspecified",2001000250
134,01111,TB lung nodular-no exam,"Tuberculosis of lung, nodular, bacteriological or histological examination not done",2001000251
