row_id,itemid,label,abbreviation,dbsource,linksto,category,unitname,param_type,conceptid,mimic_id
1196,1039,MDI #4,,carevue,chartevents,,,,,2001018493
1197,1040,BIpap FIO2,,carevue,chartevents,,,,,2001018494
1198,1041,flap doppler,,carevue,chartevents,,,,,2001018495
1199,1042,acetomenophen,,carevue,chartevents,,,,,2001018496
1200,1043,Less Restrict Meas.,,carevue,chartevents,,,,,2001018497
1201,1044,Pain Level,,carevue,chartevents,,,,,2001018498
1202,1045,Pain Level/Response,,carevue,chartevents,,,,,2001018499
1203,1046,Pain Present,,carevue,chartevents,,,,,2001018500
1204,1047,Range of Motion,,carevue,chartevents,,,,,2001018501
1205,1048,zzzn Management,,carevue,chartevents,,,,,2001018502
1206,1049,AICD,,carevue,chartevents,,,,,2001018503
1207,1050,left thigh hematoma,,carevue,chartevents,,,,,2001018504
1208,1051,passy-muir valve,,carevue,chartevents,,,,,2001018505
1209,1052,rocuronium,,carevue,chartevents,,,,,2001018506
1210,1053,bed/bath linen,,carevue,chartevents,,,,,2001018507
1211,1054,protonix,,carevue,chartevents,,,,,2001018508
1212,1055,Hi/Minute/vol/alarm,,carevue,chartevents,,,,,2001018509
1213,1056,chest pt,,carevue,chartevents,,,,,2001018510
1214,1057,edema,,carevue,chartevents,,,,,2001018511
1215,1058,foley cath. care,,carevue,chartevents,,,,,2001018512
1216,1059,shampoo hair,,carevue,chartevents,,,,,2001018513
1217,1060,ammonia,,carevue,chartevents,,,,,2001018514
1218,1061,mulitpodis boots,,carevue,chartevents,,,,,2001018515
1219,1062,PMV on/off,,carevue,chartevents,,,,,2001018516
1220,1063,bath,,carevue,chartevents,,,,,2001018517
1221,1066,shave,,carevue,chartevents,,,,,2001018518
1222,1067,apnea test,,carevue,chartevents,,,,,2001018519
1223,1069,seizure activity,,carevue,chartevents,,,,,2001018520
1224,1070,shampoo,,carevue,chartevents,,,,,2001018521
1225,1077,HAIR WASHED,,carevue,chartevents,,,,,2001018522
1226,1078,BATH,,carevue,chartevents,,,,,2001018523
1227,1079,INV#1Chg o/Wire Date,,carevue,chartevents,,,,,2001018524
1228,1080,INV#2Chg o/Wire Date,,carevue,chartevents,,,,,2001018525
1229,1081,INV#3Chg o/Wire Date,,carevue,chartevents,,,,,2001018526
1230,1082,INV#4Chg o/Wire Date,,carevue,chartevents,,,,,2001018527
1231,1083,INV#5Chg o/Wire Date,,carevue,chartevents,,,,,2001018528
1232,1084,INV#6Chg o/Wire Date,,carevue,chartevents,,,,,2001018529
1233,1085,INV#7Chg o/Wire Date,,carevue,chartevents,,,,,2001018530
1234,1086,INV#8Chg o/Wire Date,,carevue,chartevents,,,,,2001018531
1235,1087,Pain Assess Method,,carevue,chartevents,,,,,2001018532
1236,1089,PainLevel Acceptable,,carevue,chartevents,,,,,2001018533
1237,1090,Ramsey SedationScale,,carevue,chartevents,,,,,2001018534
1238,1091,Trach Insert Date,,carevue,chartevents,,,,,2001018535
1239,1092,zzzzz Date,,carevue,chartevents,,,,,2001018536
1240,1093,coccyx drsg change,,carevue,chartevents,,,,,2001018537
1241,1094,PODUS BOOT,,carevue,chartevents,,,,,2001018538
1242,1095,cuff leak present,,carevue,chartevents,,,,,2001018539
1243,1096,Auto-PEEP level,,carevue,chartevents,,,,,2001018540
1244,1097,Pantoprazole  mg/hr,,carevue,chartevents,,,,,2001018541
1245,1098,cisatracurium mg/kg,,carevue,chartevents,,,,,2001018542
1246,1099,tegretol,,carevue,chartevents,,,,,2001018543
1247,1100,PRESSURE BAG R.GROIN,,carevue,chartevents,,,,,2001018544
1248,1101,PROTONIX,,carevue,chartevents,,,,,2001018545
1249,1102,high exhaled min vol,,carevue,chartevents,,,,,2001018546
1250,1103,cvp,,carevue,chartevents,,,,,2001018547
1251,1104,HI/Minute/vol/alarm,,carevue,chartevents,,,,,2001018548
1252,1106,Meperidine mg/hr,,carevue,chartevents,,,,,2001018549
1253,1107,DEMEROL DRIP,,carevue,chartevents,,,,,2001018550
1254,1108,mucomyst,,carevue,chartevents,,,,,2001018551
1255,1110,drsg change,,carevue,chartevents,,,,,2001018552
1256,1111,PEG TUBE DRESSING,,carevue,chartevents,,,,,2001018553
1257,1112,l/r heel drsg change,,carevue,chartevents,,,,,2001018554
1258,1113,sacral drsg change,,carevue,chartevents,,,,,2001018555
1259,1114,FOLLOWS CONSISTENTLY,,carevue,chartevents,,,,,2001018556
1260,1115,passey muir valve,,carevue,chartevents,,,,,2001018557
1261,1116,passey-muir valve,,carevue,chartevents,,,,,2001018558
1262,1117,PASSEY MUIR VALVE,,carevue,chartevents,,,,,2001018559
1263,1118,multipodus boot,,carevue,chartevents,,,,,2001018560
1264,1119,seizure pads,,carevue,chartevents,,,,,2001018561
1265,1120,trach,,carevue,chartevents,,,,,2001018562
1266,1121,HI/Minute/Vol/Alarm,,carevue,chartevents,,,,,2001018563
1267,1122,lepirudin,,carevue,chartevents,,,,,2001018564
1268,1123,dsg change to coccyx,,carevue,chartevents,,,,,2001018565
1269,1124,NESIRITIDE,,carevue,chartevents,,,,,2001018566
1270,1125,Service Type,,carevue,chartevents,,,,,2001018567
1271,1126,Art.pH,,carevue,chartevents,ABG,,,,2001018568
1272,1127,"WBC   (4-11,000)",,carevue,chartevents,Hematology,,,,2001018569
1273,1133,Multi-podis boots,,carevue,chartevents,,,,,2001018570
1274,1134,pad change,,carevue,chartevents,,,,,2001018571
1275,1135,PAD CHANGE,,carevue,chartevents,,,,,2001018572
1276,1136,vasopressin,,carevue,chartevents,,,,,2001018573
1277,1162,BUN,,carevue,chartevents,,,,,2001018574
1278,1165,Hgb,,carevue,chartevents,,,,,2001018575
1279,1187,demerol,,carevue,chartevents,,,,,2001018576
1280,1188,dressing change,,carevue,chartevents,,,,,2001018577
1281,1189,finger stick,,carevue,chartevents,,,,,2001018578
1282,1190,natrecor mcg/kg/min,,carevue,chartevents,,,,,2001018579
1283,1191,Glucometer,,carevue,chartevents,,,,,2001018580
1284,1192,Pericardial Pressure,,carevue,chartevents,,,,,2001018581
1285,1193,L. ARM SLING,,carevue,chartevents,,,,,2001018582
1286,1194,natrecor,,carevue,chartevents,,,,,2001018583
1287,1195,HFI Bias Flow:,,carevue,chartevents,,,,,2001018584
1288,1196,HFO % I time,,carevue,chartevents,,,,,2001018585
1289,1197,HFO Amplitude,,carevue,chartevents,,,,,2001018586
1290,1198,HFO Frq. (Hz),,carevue,chartevents,,,,,2001018587
1291,1199,HFO MAP,,carevue,chartevents,,,,,2001018588
1292,1200,High MAP Alarm,,carevue,chartevents,,,,,2001018589
1293,1201,Low MAP alarm,,carevue,chartevents,,,,,2001018590
1294,1202,bathed,,carevue,chartevents,,,,,2001018591
1295,1203,fleets enema,,carevue,chartevents,,,,,2001018592
1296,1204,Bias Flow,,carevue,chartevents,,,,,2001018593
1297,1205,HFO Amplitude deta P,,carevue,chartevents,,,,,2001018594
1298,1206,HFO FIO2:,,carevue,chartevents,,,,,2001018595
1299,1207,HFO Hz:,,carevue,chartevents,,,,,2001018596
1300,1208,HFO max pres. alarm,,carevue,chartevents,,,,,2001018597
1301,1209,HFO mean airway Pres,,carevue,chartevents,,,,,2001018598
462,502,PCV Insp Vt (Obser),,carevue,chartevents,,,,,2001018599
463,503,PCV Set Insp. Press,,carevue,chartevents,,,,,2001018600
464,504,PCWP,,carevue,chartevents,,,,,2001018601
465,505,PEEP,,carevue,chartevents,,,,,2001018602
466,506,PEEP Set,,carevue,chartevents,,,,,2001018603
467,507,PIP,,carevue,chartevents,,,,,2001018604
468,508,PT Splint #1 [Location],,carevue,chartevents,,,,,2001018605
469,509,PT Splint #2 [Location],,carevue,chartevents,,,,,2001018606
470,510,PT Splint #3 [Location],,carevue,chartevents,,,,,2001018607
471,511,PT Splint #4 [Location],,carevue,chartevents,,,,,2001018608
472,512,PVR,,carevue,chartevents,,,,,2001018609
473,513,PVRI,,carevue,chartevents,,,,,2001018610
474,515,Pacemaker Mode,,carevue,chartevents,,,,,2001018611
475,516,Pacemaker Type,,carevue,chartevents,,,,,2001018612
476,517,Pacer Rate,,carevue,chartevents,,,,,2001018613
477,518,Pacer Wire Condition,,carevue,chartevents,,,,,2001018614
478,519,Pacer Wires Atrial,,carevue,chartevents,,,,,2001018615
479,520,Pacer Wires Ground,,carevue,chartevents,,,,,2001018616
480,521,Pacer Wires Vent,,carevue,chartevents,,,,,2001018617
481,522,Pain Cause,,carevue,chartevents,,,,,2001018618
482,523,Pain Level (Movemnt),,carevue,chartevents,,,,,2001018619
483,524,Pain Level (Rest),,carevue,chartevents,,,,,2001018620
484,525,Pain Location,,carevue,chartevents,,,,,2001018621
485,526,Pain Management [Route/Status #1],,carevue,chartevents,,,,,2001018622
486,527,Pain Type,,carevue,chartevents,,,,,2001018623
487,529,Pause Time %,,carevue,chartevents,,,,,2001018624
488,530,Peak Flow,,carevue,chartevents,,,,,2001018625
489,531,Peak Flow % (pred),,carevue,chartevents,,,,,2001018626
490,532,Peak Flow (Calc),,carevue,chartevents,,,,,2001018627
491,533,Peak Flow (Pred),,carevue,chartevents,,,,,2001018628
492,534,Peak Flow (actual),,carevue,chartevents,,,,,2001018629
493,535,Peak Insp. Pressure,,carevue,chartevents,,,,,2001018630
494,536,Peri Care,,carevue,chartevents,,,,,2001018631
495,537,Pericard Drain Site,,carevue,chartevents,,,,,2001018632
496,538,Pericard Drain Stat,,carevue,chartevents,,,,,2001018633
497,539,Pericardial Drainage,,carevue,chartevents,,,,,2001018634
498,541,PetCO2/TcCO2,,carevue,chartevents,,,,,2001018635
499,542,Pin Care,,carevue,chartevents,,,,,2001018636
500,543,Plateau Pressure,,carevue,chartevents,,,,,2001018637
501,544,Plateau Time (7200),,carevue,chartevents,,,,,2001018638
502,545,Plateau-Off,,carevue,chartevents,,,,,2001018639
503,546,Popliteal Pulse [Right],,carevue,chartevents,,,,,2001018640
504,547,Position,,carevue,chartevents,,,,,2001018641
505,548,Position Change,,carevue,chartevents,,,,,2001018642
506,549,PostTib. Pulses [Right],,carevue,chartevents,,,,,2001018643
507,550,Precautions,,carevue,chartevents,,,,,2001018644
508,551,Pressure Sore #1 [Stage],,carevue,chartevents,,,,,2001018645
509,552,Pressure Sore #2 [Stage],,carevue,chartevents,,,,,2001018646
510,553,Pressure Sore #3 [Stage],,carevue,chartevents,,,,,2001018647
511,554,Press Sore Site #2,,carevue,chartevents,,,,,2001018648
512,555,PressSore Depth #1,,carevue,chartevents,,,,,2001018649
513,556,PressSore Depth #2,,carevue,chartevents,,,,,2001018650
514,557,PressSore Depth #3,,carevue,chartevents,,,,,2001018651
515,558,Pressure Sore #1 [Drainage],,carevue,chartevents,,,,,2001018652
516,559,Pressure Sore #2 [Drainage],,carevue,chartevents,,,,,2001018653
517,560,Pressure Sore #3 [Drainage],,carevue,chartevents,,,,,2001018654
518,561,Pressure Sore #1 [Width],,carevue,chartevents,,,,,2001018655
519,562,Pressure Sore #2 [Width],,carevue,chartevents,,,,,2001018656
520,563,Pressure Sore #3 [Width],,carevue,chartevents,,,,,2001018657
521,564,PressSoreCleansing#1,,carevue,chartevents,,,,,2001018658
522,565,PressSoreCleansing#2,,carevue,chartevents,,,,,2001018659
523,566,PressSoreCleansing#3,,carevue,chartevents,,,,,2001018660
524,567,PressSoreTreatment#1,,carevue,chartevents,,,,,2001018661
525,568,PressSoreTreatment#2,,carevue,chartevents,,,,,2001018662
526,569,PressSoreTreatment#3,,carevue,chartevents,,,,,2001018663
527,570,PressSoreWoundBase#1,,carevue,chartevents,,,,,2001018664
528,571,PressSoreWoundBase#2,,carevue,chartevents,,,,,2001018665
529,572,PressSoreWoundBase#3,,carevue,chartevents,,,,,2001018666
530,573,Pressure Sore Odor#1,,carevue,chartevents,,,,,2001018667
531,574,Pressure Sore Odor#2,,carevue,chartevents,,,,,2001018668
532,575,Pressure Sore Odor#3,,carevue,chartevents,,,,,2001018669
533,576,Pressure Sore Site#1,,carevue,chartevents,,,,,2001018670
534,577,Pressure Sore Site#3,,carevue,chartevents,,,,,2001018671
535,578,Pressure Support,,carevue,chartevents,,,,,2001018672
536,579,PressureReduceDevice,,carevue,chartevents,,,,,2001018673
537,580,Previous Weight,,carevue,chartevents,,,,,2001018674
538,581,Previous WeightF,,carevue,chartevents,,,,,2001018675
539,582,Procedures,,carevue,chartevents,,,,,2001018676
540,583,Pulses Paradoxus,,carevue,chartevents,,,,,2001018677
541,584,Pupil Response [Right],,carevue,chartevents,,,,,2001018678
542,585,Pupil Size [Right],,carevue,chartevents,,,,,2001018679
543,586,QTc,,carevue,chartevents,,,,,2001018680
544,587,Qs/Qt,,carevue,chartevents,,,,,2001018681
545,588,RCW,,carevue,chartevents,,,,,2001018682
546,589,RCWI,,carevue,chartevents,,,,,2001018683
547,590,RL Strength/Movement,,carevue,chartevents,,,,,2001018684
548,591,RLE [Temperature],,carevue,chartevents,,,,,2001018685
549,592,RLE [Sensation],,carevue,chartevents,,,,,2001018686
550,593,RLL Lung Sounds,,carevue,chartevents,,,,,2001018687
551,594,ROM [Type],,carevue,chartevents,,,,,2001018688
552,595,RSBI (<200),,carevue,chartevents,,,,,2001018689
553,596,RU Strength/Movement,,carevue,chartevents,,,,,2001018690
554,597,RUE [Temperature],,carevue,chartevents,,,,,2001018691
555,598,RUE [Sensation],,carevue,chartevents,,,,,2001018692
556,599,RUL Lung Sounds,,carevue,chartevents,,,,,2001018693
557,600,RVAD Flow LPM,,carevue,chartevents,,,,,2001018694
558,601,RVSW,,carevue,chartevents,,,,,2001018695
559,602,RVSWI,,carevue,chartevents,,,,,2001018696
560,603,Radial Pulse [Right],,carevue,chartevents,,,,,2001018697
561,604,Radiologic Study,,carevue,chartevents,,,,,2001018698
562,605,Reason For Restraint,,carevue,chartevents,,,,,2001018699
563,606,Rec. Breath Pressure,,carevue,chartevents,,,,,2001018700
564,607,Rec.Breath Time(sec),,carevue,chartevents,,,,,2001018701
565,608,Recruit Breath,,carevue,chartevents,,,,,2001018702
566,609,Remote Alarm,,carevue,chartevents,,,,,2001018703
567,610,Removed x 5 Mins,,carevue,chartevents,,,,,2001018704
568,611,Replace Rate ml/hr,,carevue,chartevents,,,,,2001018705
569,612,Replace.Fluid Infuse,,carevue,chartevents,,,,,2001018706
570,613,Resp Quotient - (R),,carevue,chartevents,,,,,2001018707
571,614,Resp Rate (Spont),,carevue,chartevents,,,,,2001018708
572,615,Resp Rate (Total),,carevue,chartevents,,,,,2001018709
573,616,Respiratory Effort,,carevue,chartevents,,,,,2001018710
574,617,Respiratory Pattern,,carevue,chartevents,,,,,2001018711
575,618,Respiratory Rate,,carevue,chartevents,,,,,2001018712
1,1435,Sustained Nystamus,,carevue,chartevents,,,,,2001018713
2,1436,Tactile Disturbances,,carevue,chartevents,,,,,2001018714
3,1437,Tremor,,carevue,chartevents,,,,,2001018715
4,1438,Ulnar Pulse [Right],,carevue,chartevents,,,,,2001018716
5,1439,Visual Disturbances,,carevue,chartevents,,,,,2001018717
6,1447,Transpulmonary Pres,,carevue,chartevents,,,,,2001018718
7,1448,Vd/Vt:,,carevue,chartevents,,,,,2001018719
8,1449,Arterial BP(Rad),,carevue,chartevents,,,,,2001018720
9,1450,level one,,carevue,chartevents,,,,,2001018721
10,1451,L girth size,,carevue,chartevents,,,,,2001018722
11,1452,#1 chest tube irrig.,,carevue,chartevents,,,,,2001018723
12,1453,CT DRSG,,carevue,chartevents,,,,,2001018724
13,1454,r hips drsg change,,carevue,chartevents,,,,,2001018725
14,1455,fingerstick glucose,,carevue,chartevents,,,,,2001018726
15,1456,popliteal pulse r/l,,carevue,chartevents,,,,,2001018727
16,1457,CPAP,,carevue,chartevents,,,,,2001018728
17,1458,L ankle dsg change,,carevue,chartevents,,,,,2001018729
18,1459,gluteral drsg change,,carevue,chartevents,,,,,2001018730
19,1460,D5W 100meq NaHC03,,carevue,chartevents,,,,,2001018731
20,1462,wrist  restraints,,carevue,chartevents,,,,,2001018732
21,1463,pad count,,carevue,chartevents,,,,,2001018733
22,1464,ZZZly Wake Up,,carevue,chartevents,,,,,2001018734
23,1465,Back Dsg,,carevue,chartevents,,,,,2001018735
24,1466,ATC,,carevue,chartevents,,,,,2001018736
25,1467,Pericare,,carevue,chartevents,,,,,2001018737
26,1468,HI/Minute/Vol/alarm,,carevue,chartevents,,,,,2001018738
27,1,% Inspir. Time,,carevue,chartevents,,,,,2001018739
28,2,ABI (L),,carevue,chartevents,,,,,2001018740
29,3,ABI (R),,carevue,chartevents,,,,,2001018741
30,4,ABI Ankle BP [Right],,carevue,chartevents,,,,,2001018742
31,5,ABI Brachial BP [Right],,carevue,chartevents,,,,,2001018743
32,6,ABP [Systolic],,carevue,chartevents,,,,,2001018744
33,24,ART Lumen Volume,,carevue,chartevents,,,,,2001018745
34,25,AV Interval,,carevue,chartevents,,,,,2001018746
35,26,AaDO2,,carevue,chartevents,,,,,2001018747
36,27,Abdominal Assessment,,carevue,chartevents,,,,,2001018748
37,28,Abdominal Girth,,carevue,chartevents,,,,,2001018749
38,29,Access mmHg,,carevue,chartevents,,,,,2001018750
39,31,Activity,,carevue,chartevents,,,,,2001018751
40,32,Activity Tolerance,,carevue,chartevents,,,,,2001018752
41,34,Add Gas Flow (Vent),,carevue,chartevents,,,,,2001018753
42,35,Additional Gas (lpm),,carevue,chartevents,,,,,2001018754
43,36,Additional Gas(Mask),,carevue,chartevents,,,,,2001018755
44,37,Additional Gas(Vent),,carevue,chartevents,,,,,2001018756
45,38,Airway,,carevue,chartevents,,,,,2001018757
46,39,Airway Size,,carevue,chartevents,,,,,2001018758
47,40,Airway Type,,carevue,chartevents,,,,,2001018759
48,41,Alarms Activated,,carevue,chartevents,,,,,2001018760
49,43,Angio Appearance #1 [Attribute 1],,carevue,chartevents,,,,,2001018761
50,44,Angio Appearance #2 [Attribute 1],,carevue,chartevents,,,,,2001018762
51,45,Angio Dressing #1,,carevue,chartevents,,,,,2001018763
52,46,Angio Dressing #2,,carevue,chartevents,,,,,2001018764
53,47,Angio Site #1,,carevue,chartevents,,,,,2001018765
54,48,Angio Site #2,,carevue,chartevents,,,,,2001018766
55,49,Anti-Embolism [Device],,carevue,chartevents,,,,,2001018767
56,50,Apnea Time Interval,,carevue,chartevents,,,,,2001018768
57,51,Arterial BP [Systolic],,carevue,chartevents,,,,,2001018769
58,52,Arterial BP Mean,,carevue,chartevents,,,,,2001018770
59,53,Arterial Pressure,,carevue,chartevents,,,,,2001018771
60,54,Assistance Device,,carevue,chartevents,,,,,2001018772
61,55,Assisted Systole,,carevue,chartevents,,,,,2001018773
62,56,Atrial Pacemaker [Sense],,carevue,chartevents,,,,,2001018774
63,57,Atrial Pacemaker Threshold [Unit],,carevue,chartevents,,,,,2001018775
64,58,Atrial Pacemaker [mA],,carevue,chartevents,,,,,2001018776
65,59,Augmented Diastole,,carevue,chartevents,,,,,2001018777
66,60,Auto-PEEP Level,,carevue,chartevents,,,,,2001018778
67,61,AvDO2,,carevue,chartevents,,,,,2001018779
68,62,BAEDP,,carevue,chartevents,,,,,2001018780
69,63,BIPAP - BPM,,carevue,chartevents,,,,,2001018781
70,64,BIPAP - EPAP,,carevue,chartevents,,,,,2001018782
71,65,BIPAP - Est. Vt,,carevue,chartevents,,,,,2001018783
72,66,BIPAP - IPAP,,carevue,chartevents,,,,,2001018784
73,67,BIPAP - O2 lpm,,carevue,chartevents,,,,,2001018785
74,68,BIPAP-Mode,,carevue,chartevents,,,,,2001018786
75,69,BSA,,carevue,chartevents,,,,,2001018787
76,70,BSA - English,,carevue,chartevents,,,,,2001018788
77,71,BSA - Metric,,carevue,chartevents,,,,,2001018789
78,72,Back Care,,carevue,chartevents,,,,,2001018790
79,74,Base Excess,,carevue,chartevents,,,,,2001018791
80,75,Baseline Current/mA,,carevue,chartevents,,,,,2001018792
81,76,Bath,,carevue,chartevents,,,,,2001018793
82,77,Behavior,,carevue,chartevents,,,,,2001018794
83,78,Bladder Irrigation,,carevue,chartevents,,,,,2001018795
84,79,Blood Flow ml/min,,carevue,chartevents,,,,,2001018796
85,80,Bowel Sounds,,carevue,chartevents,,,,,2001018797
86,81,Brachial Pulse [Right],,carevue,chartevents,,,,,2001018798
87,82,Braden Activity,,carevue,chartevents,,,,,2001018799
88,83,Braden Frict/Shear,,carevue,chartevents,,,,,2001018800
89,84,Braden Mobility,,carevue,chartevents,,,,,2001018801
90,85,Braden Moisture,,carevue,chartevents,,,,,2001018802
91,86,Braden Nutrition,,carevue,chartevents,,,,,2001018803
92,87,Braden Score,,carevue,chartevents,,,,,2001018804
93,88,Braden SensoryPercep,,carevue,chartevents,,,,,2001018805
94,89,C.O. (fick),,carevue,chartevents,,,,,2001018806
95,90,C.O.(thermodilution),,carevue,chartevents,,,,,2001018807
96,91,CPM,,carevue,chartevents,,,,,2001018808
97,92,CPP,,carevue,chartevents,,,,,2001018809
98,93,CT #1 Crepitus,,carevue,chartevents,,,,,2001018810
99,94,CT #1 Drainage,,carevue,chartevents,,,,,2001018811
100,95,CT #1 Dressing,,carevue,chartevents,,,,,2001018812
101,96,CT #1 [Fluctuate],,carevue,chartevents,,,,,2001018813
102,97,CT #1 Suction Amount,,carevue,chartevents,,,,,2001018814
103,98,CT #2 Crepitus,,carevue,chartevents,,,,,2001018815
104,99,CT #2 Drainage,,carevue,chartevents,,,,,2001018816
105,100,CT #2 Dressing,,carevue,chartevents,,,,,2001018817
106,101,CT #2 [Fluctuate],,carevue,chartevents,,,,,2001018818
107,102,CT #2 Suction Amount,,carevue,chartevents,,,,,2001018819
108,103,CT #3 Crepitus,,carevue,chartevents,,,,,2001018820
109,104,CT #3 Drainage,,carevue,chartevents,,,,,2001018821
110,105,CT #3 Dressing,,carevue,chartevents,,,,,2001018822
111,106,CT #3 [Fluctuate],,carevue,chartevents,,,,,2001018823
112,107,CT #3 Suction Amount,,carevue,chartevents,,,,,2001018824
113,108,CT #4 Crepitus,,carevue,chartevents,,,,,2001018825
114,109,CT #4 Drainage,,carevue,chartevents,,,,,2001018826
115,110,CT #4 Dressing,,carevue,chartevents,,,,,2001018827
116,111,CT #4 [Fluctuate],,carevue,chartevents,,,,,2001018828
117,112,CT #4 Suction Amount,,carevue,chartevents,,,,,2001018829
118,113,CVP,,carevue,chartevents,,,,,2001018830
119,114,CaO2,,carevue,chartevents,,,,,2001018831
120,115,Capillary Refill [Right],,carevue,chartevents,,,,,2001018832
121,116,Cardiac Index,,carevue,chartevents,,,,,2001018833
122,117,Catheter Insert Date,,carevue,chartevents,,,,,2001018834
123,118,Cerv Collar Status,,carevue,chartevents,,,,,2001018835
124,119,Cervical Collar Type,,carevue,chartevents,,,,,2001018836
125,121,Chest PT [Right],,carevue,chartevents,,,,,2001018837
126,122,Chest Tube Site #1,,carevue,chartevents,,,,,2001018838
127,123,Chest Tube Site #2,,carevue,chartevents,,,,,2001018839
128,124,Chest Tube Site #3,,carevue,chartevents,,,,,2001018840
129,125,Chest Tube Site #4,,carevue,chartevents,,,,,2001018841
130,127,Circulation/SkinInt,,carevue,chartevents,,,,,2001018842
131,128,Code Status,,carevue,chartevents,,,,,2001018843
132,129,Collar Care,,carevue,chartevents,,,,,2001018844
133,130,Communication,,carevue,chartevents,,,,,2001018845
134,131,Compliance (40-60ml),,carevue,chartevents,,,,,2001018846
135,132,Compliance-Corrected,,carevue,chartevents,,,,,2001018847
136,133,Cont.Nebulizer(Drug),,carevue,chartevents,,,,,2001018848
137,134,Cooling [Device],,carevue,chartevents,,,,,2001018849
138,135,Corneal Reflex [Right],,carevue,chartevents,,,,,2001018850
139,136,Cough Effort,,carevue,chartevents,,,,,2001018851
140,137,Cough Reflex,,carevue,chartevents,,,,,2001018852
141,138,Cough Type,,carevue,chartevents,,,,,2001018853
142,139,Cough/Deep Breathe,,carevue,chartevents,,,,,2001018854
143,140,Cuff Leak,,carevue,chartevents,,,,,2001018855
144,141,Cuff Pressure-Airway,,carevue,chartevents,,,,,2001018856
145,142,Current Goal,,carevue,chartevents,,,,,2001018857
146,143,CvO2,,carevue,chartevents,,,,,2001018858
147,146,Dialysate Flow ml/hr,,carevue,chartevents,,,,,2001018859
148,147,Dialysate Infusing,,carevue,chartevents,,,,,2001018860
149,148,Dialysis Access Site,,carevue,chartevents,,,,,2001018861
150,149,Dialysis Access Type,,carevue,chartevents,,,,,2001018862
151,150,Dialysis Machine,,carevue,chartevents,,,,,2001018863
152,151,Dialysis Site Appear,,carevue,chartevents,,,,,2001018864
153,152,Dialysis Type,,carevue,chartevents,,,,,2001018865
154,153,Diastolic Unloading,,carevue,chartevents,,,,,2001018866
155,154,Diet Type,,carevue,chartevents,,,,,2001018867
156,155,Doppler BP,,carevue,chartevents,,,,,2001018868
157,156,Dorsal PedPulse [Right],,carevue,chartevents,,,,,2001018869
158,157,ETT [Mark],,carevue,chartevents,,,,,2001018870
