row_id,icd9_code,short_title,long_title,mimic_id
298,0941,Lacrimal punctum probe,Probing of lacrimal punctum,2001014601
299,0942,Lac canaliculi probe,Probing of lacrimal canaliculi,2001014602
300,0943,Nasolacrimal duct probe,Probing of nasolacrimal duct,2001014603
301,0944,Nasolac duct intubat,Intubation of nasolacrimal duct,2001014604
302,0949,Lac passage manip NEC,Other manipulation of lacrimal passage,2001014605
303,0951,Lac punctum incision,Incision of lacrimal punctum,2001014606
304,0952,Lac canaliculi incision,Incision of lacrimal canaliculi,2001014607
305,0953,Lacrimal sac incision,Incision of lacrimal sac,2001014608
306,0959,Lacrim passage incis NEC,Other incision of lacrimal passages,2001014609
307,096,Lacrim sac/passage excis,Excision of lacrimal sac and passage,2001014610
308,0971,Correct everted punctum,Correction of everted punctum,2001014611
309,0972,Punctum repair NEC,Other repair of punctum,2001014612
310,0973,Canaliculus repair,Repair of canaliculus,2001014613
311,0981,Dacryocystorhinostomy,Dacryocystorhinostomy [DCR],2001014614
312,0982,Conjunctivocystorhinost,Conjunctivocystorhinostomy,2001014615
313,0983,Conjunctivorhinos w tube,Conjunctivorhinostomy with insertion of tube or stent,2001014616
314,0411,Clos periph nerve biopsy,Closed [percutaneous] [needle] biopsy of cranial or peripheral nerve or ganglion,2001014617
315,0412,Open periph nerve biopsy,Open biopsy of cranial or peripheral nerve or ganglion,2001014618
316,0419,Periph nerve dx proc NEC,Other diagnostic procedures on cranial and peripheral nerves and ganglia,2001014619
317,042,Periph nerve destruction,Destruction of cranial and peripheral nerves,2001014620
318,043,Peripheral nerve suture,Suture of cranial and peripheral nerves,2001014621
319,0441,Decompress trigem root,Decompression of trigeminal nerve root,2001014622
320,0442,Cran nerv root decom NEC,Other cranial nerve decompression,2001014623
321,0443,Carpal tunnel release,Release of carpal tunnel,2001014624
322,0444,Tarsal tunnel release,Release of tarsal tunnel,2001014625
323,0449,Per nerve adhesiolys NEC,Other peripheral nerve or ganglion decompression or lysis of adhesions,2001014626
324,045,Peripheral nerve graft,Cranial or peripheral nerve graft,2001014627
325,046,Periph nerve transposit,Transposition of cranial and peripheral nerves,2001014628
326,0471,Hypogloss-facial anastom,Hypoglossal-facial anastomosis,2001014629
327,0472,Accessory-facial anastom,Accessory-facial anastomosis,2001014630
328,0473,Access-hypogloss anastom,Accessory-hypoglossal anastomosis,2001014631
329,0474,Periph nerv anastom NEC,Other anastomosis of cranial or peripheral nerve,2001014632
330,0475,Postop revis per nerv op,Revision of previous repair of cranial and peripheral nerves,2001014633
331,0476,Late repair per nerv inj,Repair of old traumatic injury of cranial and peripheral nerves,2001014634
332,0479,Other neuroplasty,Other neuroplasty,2001014635
333,0480,Periph nerve inject NOS,"Peripheral nerve injection, not otherwise specified",2001014636
334,0481,Anesth injec periph nerv,Injection of anesthetic into peripheral nerve for analgesia,2001014637
335,0489,Periph nerve inject NEC,"Injection of other agent, except neurolytic",2001014638
336,0491,Neurectasis,Neurectasis,2001014639
337,0492,Imp/repl peri stim lead,Implantation or replacement of peripheral neurostimulator lead(s),2001014640
338,0493,Removal peri stim lead,Removal of peripheral neurostimulator lead(s),2001014641
339,0499,Peripheral nerve ops NEC,Other operations on cranial and peripheral nerves,2001014642
340,050,Sympath nerve division,Division of sympathetic nerve or ganglion,2001014643
341,0511,Sympathetic nerve biopsy,Biopsy of sympathetic nerve or ganglion,2001014644
342,0519,Sympath nrv dx proc NEC,Other diagnostic procedures on sympathetic nerves or ganglia,2001014645
343,0521,Sphenopalatin ganglionec,Sphenopalatine ganglionectomy,2001014646
344,0522,Cervical sympathectomy,Cervical sympathectomy,2001014647
345,0523,Lumbar sympathectomy,Lumbar sympathectomy,2001014648
346,0524,Presacral sympathectomy,Presacral sympathectomy,2001014649
347,0525,Periart sympathectomy,Periarterial sympathectomy,2001014650
348,0529,Other sympathectomy,Other sympathectomy and ganglionectomy,2001014651
349,0531,Anesth inject symp nerve,Injection of anesthetic into sympathetic nerve for analgesia,2001014652
350,0532,Neurolyt injec-symp nrv,Injection of neurolytic agent into sympathetic nerve,2001014653
351,0539,Sympath nerve inject NEC,Other injection into sympathetic nerve or ganglion,2001014654
352,0581,Sympathetic nerve repair,Repair of sympathetic nerve or ganglion,2001014655
353,0589,Sympathetic nerve op NEC,Other operations on sympathetic nerves or ganglia,2001014656
354,059,Other nervous system ops,Other operations on nervous system,2001014657
355,0601,Thyroid field aspiration,Aspiration of thyroid field,2001014658
356,0602,Reopen thyroid field wnd,Reopening of wound of thyroid field,2001014659
357,0609,Incis thyroid field NEC,Other incision of thyroid field,2001014660
358,0611,Closed thyroid gland bx,Closed [percutaneous] [needle] biopsy of thyroid gland,2001014661
359,0612,Open thyroid gland bx,Open biopsy of thyroid gland,2001014662
360,0613,Parathyroid biopsy,Biopsy of parathyroid gland,2001014663
361,0619,Thyr/parathy dx proc NEC,Other diagnostic procedures on thyroid and parathyroid glands,2001014664
362,062,Unilat thyroid lobectomy,Unilateral thyroid lobectomy,2001014665
363,0631,Excision thyroid lesion,Excision of lesion of thyroid,2001014666
364,0639,Part thyroidectomy NEC,Other partial thyroidectomy,2001014667
365,064,Complete thyroidectomy,Complete thyroidectomy,2001014668
366,0650,Substern thyroidect NOS,"Substernal thyroidectomy, not otherwise specified",2001014669
367,0651,Part substern thyroidect,Partial substernal thyroidectomy,2001014670
368,0652,Tot substern thyroidect,Complete substernal thyroidectomy,2001014671
369,066,Lingual thyroid excision,Excision of lingual thyroid,2001014672
370,067,Thyrogloss duct excision,Excision of thyroglossal duct or tract,2001014673
371,0681,Total parathyroidectomy,Complete parathyroidectomy,2001014674
372,0689,Other parathyroidectomy,Other parathyroidectomy,2001014675
373,0691,Thyroid isthmus division,Division of thyroid isthmus,2001014676
374,0692,Thyroid vessel ligation,Ligation of thyroid vessels,2001014677
375,0693,Thyroid suture,Suture of thyroid gland,2001014678
376,0694,Thyroid reimplantation,Thyroid tissue reimplantation,2001014679
377,0695,Parathyroid reimplant,Parathyroid tissue reimplantation,2001014680
378,0698,Other thyroid operations,Other operations on thyroid glands,2001014681
379,0699,Other parathyroid ops,Other operations on parathyroid glands,2001014682
380,0700,Adrenal exploration NOS,"Exploration of adrenal field, not otherwise specified",2001014683
381,0701,Unilat adrenal explorat,Unilateral exploration of adrenal field,2001014684
382,0702,Bilat adrenal explorat,Bilateral exploration of adrenal field,2001014685
383,0711,Closed adrenal gland bx,Closed [percutaneous] [needle] biopsy of adrenal gland,2001014686
384,0712,Open adrenal gland bx,Open biopsy of adrenal gland,2001014687
385,0713,Transfront pituitary bx,"Biopsy of pituitary gland, transfrontal approach",2001014688
386,0714,Transphen pituitary bx,"Biopsy of pituitary gland, transsphenoidal approach",2001014689
387,0715,Pituitary biopsy NOS,"Biopsy of pituitary gland, unspecified approach",2001014690
388,0716,Thymus biopsy,Biopsy of thymus,2001014691
389,0717,Pineal biopsy,Biopsy of pineal gland,2001014692
390,0719,Endocrine dx proc NEC,"Other diagnostic procedures on adrenal glands, pituitary gland, pineal gland, and thymus",2001014693
391,0721,Adrenal lesion excision,Excision of lesion of adrenal gland,2001014694
392,0722,Unilateral adrenalectomy,Unilateral adrenalectomy,2001014695
393,0729,Part adrenalectomy NEC,Other partial adrenalectomy,2001014696
394,073,Bilateral adrenalectomy,Bilateral adrenalectomy,2001014697
395,0741,Adrenal incision,Incision of adrenal gland,2001014698
396,0742,Adrenal nerve division,Division of nerves to adrenal glands,2001014699
397,0743,Adrenal vessel ligation,Ligation of adrenal vessels,2001014700
398,0744,Adrenal repair,Repair of adrenal gland,2001014701
399,0745,Adrenal reimplantation,Reimplantation of adrenal tissue,2001014702
400,0749,Adrenal operation NEC,"Other operations on adrenal glands, nerves, and vessels",2001014703
401,0751,Pineal field exploration,Exploration of pineal field,2001014704
402,0752,Pineal gland incision,Incision of pineal gland,2001014705
403,0753,Partial pinealectomy,Partial excision of pineal gland,2001014706
404,0754,Total pinealectomy,Total excision of pineal gland,2001014707
405,0759,Pineal operation NEC,Other operations on pineal gland,2001014708
406,0761,Exc pituit les-transfron,"Partial excision of pituitary gland, transfrontal approach",2001014709
407,0762,Exc pituit les-transphen,"Partial excision of pituitary gland, transsphenoidal approach",2001014710
408,0763,Part excis pituitary NOS,"Partial excision of pituitary gland, unspecified approach",2001014711
409,0764,Tot exc pituit-transfron,"Total excision of pituitary gland, transfrontal approach",2001014712
410,0765,Tot exc pituit-transphen,"Total excision of pituitary gland, transsphenoidal approach",2001014713
411,0768,Total exc pituitary NEC,"Total excision of pituitary gland, other specified approach",2001014714
412,0769,Total exc pituitary NOS,"Total excision of pituitary gland, unspecified approach",2001014715
413,0771,Pituitary fossa explorat,Exploration of pituitary fossa,2001014716
414,0772,Pituitary gland incision,Incision of pituitary gland,2001014717
415,0779,Pituitary operation NEC,Other operations on hypophysis,2001014718
416,0780,Thymectomy NOS,"Thymectomy, not otherwise specified",2001014719
417,0781,Oth part excision thymus,Other partial excision of thymus,2001014720
418,0782,Oth totl excision thymus,Other total excision of thymus,2001014721
419,0783,Thorac part exisn thymus,Thoracoscopic partial excision of thymus,2001014722
420,0784,Thorac total exc thymus,Thoracoscopic total excision of thymus,2001014723
421,0791,Thymus field exploration,Exploration of thymus field,2001014724
422,0792,Other incision of thymus,Other incision of thymus,2001014725
423,0793,Repair of thymus,Repair of thymus,2001014726
424,0794,Thymus transplantation,Transplantation of thymus,2001014727
425,0795,Thorac incision thymus,Thoracoscopic incision of thymus,2001014728
426,0798,Oth thorac op thymus NOS,Other and unspecified thoracoscopic operations on thymus,2001014729
427,0799,Other thymus ops NOS,Other and unspecified operations on thymus,2001014730
428,0801,Incision of lid margin,Incision of lid margin,2001014731
429,0802,Blepharorrhaphy severing,Severing of blepharorrhaphy,2001014732
430,0809,Other eyelid incision,Other incision of eyelid,2001014733
431,0811,Eyelid biopsy,Biopsy of eyelid,2001014734
432,0819,Eyelid dx procedure NEC,Other diagnostic procedures on eyelid,2001014735
433,0820,Remove eyelid lesion NOS,"Removal of lesion of eyelid, not otherwise specified",2001014736
434,0821,Chalazion excision,Excision of chalazion,2001014737
435,0822,Excise minor les lid NEC,Excision of other minor lesion of eyelid,2001014738
436,0823,Exc maj les lid prt-thic,"Excision of major lesion of eyelid, partial-thickness",2001014739
437,0824,Exc maj les lid ful-thic,"Excision of major lesion of eyelid, full-thickness",2001014740
438,0825,Destruction lid lesion,Destruction of lesion of eyelid,2001014741
439,0831,Ptosis rep-front mus sut,Repair of blepharoptosis by frontalis muscle technique with suture,2001014742
440,0832,Ptosis rep-fron mus slng,Repair of blepharoptosis by frontalis muscle technique with fascial sling,2001014743
441,0833,Ptosis rep-levat mus adv,Repair of blepharoptosis by resection or advancement of levator muscle or aponeurosis,2001014744
442,0834,Ptosis rep-levat mus NEC,Repair of blepharoptosis by other levator muscle techniques,2001014745
443,0835,Ptos rep-tarsal techniq,Repair of blepharoptosis by tarsal technique,2001014746
444,0836,Blepharoptos repair NEC,Repair of blepharoptosis by other techniques,2001014747
445,0837,Reduc overcorrect ptosis,Reduction of overcorrection of ptosis,2001014748
446,0838,Correct lid retraction,Correction of lid retraction,2001014749
447,0841,Thermocaut/entropion rep,Repair of entropion or ectropion by thermocauterization,2001014750
448,0842,Suture entropion repair,Repair of entropion or ectropion by suture technique,2001014751
449,0843,Wedg resec entropion rep,Repair of entropion or ectropion with wedge resection,2001014752
450,1421,Chorioret les diathermy,Destruction of chorioretinal lesion by diathermy,2001014753
451,1422,Chorioretin les cryother,Destruction of chorioretinal lesion by cryotherapy,2001014754
452,2932,Pharyngeal diverticulec,Pharyngeal diverticulectomy,2001014755
1,1423,Chorioret les xenon coag,Destruction of chorioretinal lesion by xenon arc photocoagulation,2001014756
2,1424,Chorioret les laser coag,Destruction of chorioretinal lesion by laser photocoagulation,2001014757
3,1425,Chorioret les p/coag NOS,Destruction of chorioretinal lesion by photocoagulation of unspecified type,2001014758
4,1426,Chorioret les radiother,Destruction of chorioretinal lesion by radiation therapy,2001014759
5,1427,Chorioret les rad implan,Destruction of chorioretinal lesion by implantation of radiation source,2001014760
6,1429,Chorioret les destr NEC,Other destruction of chorioretinal lesion,2001014761
7,1431,Retinal tear diathermy,Repair of retinal tear by diathermy,2001014762
8,1432,Retinal tear cryotherapy,Repair of retinal tear by cryotherapy,2001014763
9,1433,Retinal tear xenon coag,Repair of retinal tear by xenon arc photocoagulation,2001014764
10,1434,Retinal tear laser coag,Repair of retinal tear by laser photocoagulation,2001014765
11,1435,Retina tear photocoa NOS,Repair of retinal tear by photocoagulation of unspecified type,2001014766
12,1439,Retinal tear repair NEC,Other repair of retinal tear,2001014767
13,1441,Scleral buckle w implant,Scleral buckling with implant,2001014768
14,1449,Scleral buckling NEC,Other scleral buckling,2001014769
15,1451,Detach retina-diathermy,Repair of retinal detachment with diathermy,2001014770
16,1452,Detach retina-cryotherap,Repair of retinal detachment with cryotherapy,2001014771
17,1453,Detach retina xenon coag,Repair of retinal detachment with xenon arc photocoagulation,2001014772
18,1454,Detach retina laser coag,Repair of retinal detachment with laser photocoagulation,2001014773
19,1455,Detach ret photocoag NOS,Repair of retinal detachment with photocoagulation of unspecified type,2001014774
20,1459,Repair retina detach NEC,Other repair of retinal detachment,2001014775
21,146,Remov pros mat post seg,Removal of surgically implanted material from posterior segment of eye,2001014776
22,1471,Anterior remov vitreous,"Removal of vitreous, anterior approach",2001014777
23,1472,Vitreous removal NEC,Other removal of vitreous,2001014778
24,1473,Anterior mechan vitrect,Mechanical vitrectomy by anterior approach,2001014779
25,1474,Mech vitrectomy NEC,Other mechanical vitrectomy,2001014780
26,1475,Vitreous substitut injec,Injection of vitreous substitute,2001014781
27,1479,Vitreous operation NEC,Other operations on vitreous,2001014782
28,1481,Imp epiretinal prosth,Implantation of epiretinal visual prosthesis,2001014783
29,1482,Rem epiretinal prosth,Removal of epiretinal visual prosthesis,2001014784
30,1483,Rev/repl epiretinal pros,Revision or replacement of epiretinal visual prosthesis,2001014785
31,149,Other post segment ops,"Other operations on retina, choroid, and posterior chamber",2001014786
32,1501,Extraoc musc-tend biopsy,Biopsy of extraocular muscle or tendon,2001014787
33,1509,Extraoc musc dx proc NEC,Other diagnostic procedures on extraocular muscles and tendons,2001014788
34,1511,One extraoc mus recess,Recession of one extraocular muscle,2001014789
35,1512,1 extraoc muscl advance,Advancement of one extraocular muscle,2001014790
36,1513,1 extraoc muscl resect,Resection of one extraocular muscle,2001014791
37,1519,Xtraoc mus op/detach NEC,Other operations on one extraocular muscle involving temporary detachment from globe,2001014792
38,1521,Lengthen 1 extraoc musc,Lengthening procedure on one extraocular muscle,2001014793
39,1522,Shorten 1 extraoc musc,Shortening procedure on one extraocular muscle,2001014794
40,1529,Op on 1 extraoc musc NEC,Other operations on one extraocular muscle,2001014795
41,153,Temp detach >1 xtroc mus,"Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes",2001014796
42,154,Oth op on >l extraoc mus,"Other operations on two or more extraocular muscles, one or both eyes",2001014797
43,155,Extraocul mus transposit,Transposition of extraocular muscles,2001014798
44,156,Revis extraoc musc surg,Revision of extraocular muscle surgery,2001014799
45,157,Extraoc musc inj repair,Repair of injury of extraocular muscle,2001014800
46,159,Oth extraoc mus-tend op,Other operations on extraocular muscles and tendons,2001014801
47,1713,Lap ing hern-graft NOS,"Laparoscopic repair of inguinal hernia with graft or prosthesis, not otherwise specified",2001014802
48,1721,Lap bil dir ing hrn-grft,Laparoscopic bilateral repair of direct inguinal hernia with graft or prosthesis,2001014803
49,1722,Lap bi indir ing hrn-grf,Laparoscopic bilateral repair of indirect inguinal hernia with graft or prosthesis,2001014804
50,1723,Lap bi dr/ind ing hrn-gr,"Laparoscopic bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis",2001014805
51,1724,Lap bil ing hern-grf NOS,"Laparoscopic bilateral repair of inguinal hernia with graft or prosthesis, not otherwise specified",2001014806
52,1731,Lap mul seg res lg intes,Laparoscopic multiple segmental resection of large intestine,2001014807
53,1732,Laparoscopic cecectomy,Laparoscopic cecectomy,2001014808
54,1733,Lap right hemicolectomy,Laparoscopic right hemicolectomy,2001014809
55,1734,Lap res transverse colon,Laparoscopic resection of transverse colon,2001014810
56,1735,Lap left hemicolectomy,Laparoscopic left hemicolectomy,2001014811
57,1736,Lap sigmoidectomy,Laparoscopic sigmoidectomy,2001014812
58,1739,Lap pt ex lrg intest NEC,Other laparoscopic partial excision of large intestine,2001014813
59,1601,Orbitotomy w bone flap,Orbitotomy with bone flap,2001014814
60,1602,Orbitotomy w implant,Orbitotomy with insertion of orbital implant,2001014815
61,1609,Orbitotomy NEC,Other orbitotomy,2001014816
62,161,Remove penetrat FB eye,"Removal of penetrating foreign body from eye, not otherwise specified",2001014817
63,1621,Ophthalmoscopy,Ophthalmoscopy,2001014818
64,1622,Diagnostic asp of orbit,Diagnostic aspiration of orbit,2001014819
65,1623,Eyeball & orbit biopsy,Biopsy of eyeball and orbit,2001014820
66,1629,Eyebal/orbit dx proc NEC,Other diagnostic procedures on orbit and eyeball,2001014821
67,1631,Eye evisc w synch implan,Removal of ocular contents with synchronous implant into scleral shell,2001014822
68,1639,Eyeball evisceration NEC,Other evisceration of eyeball,2001014823
69,1641,Eye enuc/implan/musc att,Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles,2001014824
70,1642,Eye enuc w implant NEC,Enucleation of eyeball with other synchronous implant,2001014825
71,1649,Eyeball enucleation NEC,Other enucleation of eyeball,2001014826
72,1651,Radical orbitomaxillect,Exenteration of orbit with removal of adjacent structures,2001014827
73,1652,Orbit exent w bone remov,Exenteration of orbit with therapeutic removal of orbital bone,2001014828
74,1659,Orbital exenteration NEC,Other exenteration of orbit,2001014829
75,1661,2ndry ocular imp insert,Secondary insertion of ocular implant,2001014830
76,1662,Revis/reinsert ocul imp,Revision and reinsertion of ocular implant,2001014831
77,1663,Revis enuc socket w grft,Revision of enucleation socket with graft,2001014832
78,1664,Enuc socket revis NEC,Other revision of enucleation socket,2001014833
79,1665,2ndry exent cavity graft,Secondary graft to exenteration cavity,2001014834
80,1666,Revis exenter cavity NEC,Other revision of exenteration cavity,2001014835
81,1669,2nd op post eye rem NEC,Other secondary procedures after removal of eyeball,2001014836
82,1671,Remove ocular implant,Removal of ocular implant,2001014837
83,1672,Remove orbital implant,Removal of orbital implant,2001014838
84,1681,Repair of orbital wound,Repair of wound of orbit,2001014839
85,0063,Perc ins carotid stent,Percutaneous insertion of carotid artery stent(s),2001014840
86,0064,Perc ins extracran stent,Percutaneous insertion of other extracranial artery stent(s),2001014841
87,0065,Perc ins intracran stent,Percutaneous insertion of intracranial vascular stent(s),2001014842
88,0066,PTCA,Percutaneous transluminal coronary angioplasty [PTCA],2001014843
89,0067,Intravas msmnt thorc art,Intravascular pressure measurement of intrathoracic arteries,2001014844
90,0068,Intravas msmt periph art,Intravascular pressure measurement of peripheral arteries,2001014845
91,0069,Intravs msmt ves NEC/NOS,"Intravascular pressure measurement, other specified and unspecified vessels",2001014846
92,0070,Rev hip repl-acetab/fem,"Revision of hip replacement, both acetabular and femoral components",2001014847
93,0071,Rev hip repl-acetab comp,"Revision of hip replacement, acetabular component",2001014848
94,0072,Rev hip repl-fem comp,"Revision of hip replacement, femoral component",2001014849
95,0073,Rev hip repl-liner/head,"Revision of hip replacement, acetabular liner and/or femoral head only",2001014850
96,0074,"Hip surface, metal/poly","Hip bearing surface, metal-on-polyethylene",2001014851
97,0075,"Hip surface, metal/metal","Hip bearing surface, metal-on-metal",2001014852
98,0076,"Hip surface, cermc/cermc","Hip bearing surface, ceramic-on-ceramic",2001014853
99,0077,"Hip surface, cermc/poly","Hip bearing surface, ceramic-on-polyethylene",2001014854
100,0080,Rev knee replacemt-total,"Revision of knee replacement, total (all components)",2001014855
101,0081,Rev knee repl-tibia comp,"Revision of knee replacement, tibial component",2001014856
102,0082,Rev knee repl-femur comp,"Revision of knee replacement, femoral component",2001014857
103,0083,Rev knee replace-patella,"Revision of knee replacement, patellar component",2001014858
104,0084,Rev knee repl-tibia lin,"Revision of total knee replacement, tibial insert (liner)",2001014859
105,0085,"Resrf hip,total-acet/fem","Resurfacing hip, total, acetabulum and femoral head",2001014860
106,0086,"Resrf hip,part-fem head","Resurfacing hip, partial, femoral head",2001014861
107,0087,"Resrf hip,part-acetablum","Resurfacing hip, partial, acetabulum",2001014862
108,0091,Trnsplnt live rel donor,Transplant from live related donor,2001014863
109,0092,Trnsplnt live nonrel don,Transplant from live non-related donor,2001014864
110,0093,Transplant cadaver donor,Transplant from cadaver,2001014865
111,0094,Intra-op neurophys montr,Intra-operative neurophysiologic monitoring,2001014866
112,0095,Injct/infus glucarpidase,Injection or infusion of glucarpidase,2001014867
113,0096,Infusion 4F-PCC,Infusion of 4-Factor Prothrombin Complex Concentrate,2001014868
114,0101,Cisternal puncture,Cisternal puncture,2001014869
115,0102,Ventricl shunt tube punc,Ventriculopuncture through previously implanted catheter,2001014870
116,0109,Cranial puncture NEC,Other cranial puncture,2001014871
117,0110,Intracran pressure montr,Intracranial pressure monitoring,2001014872
118,0111,Clos cereb meninges bx,Closed [percutaneous] [needle] biopsy of cerebral meninges,2001014873
119,0112,Open cereb meninges bx,Open biopsy of cerebral meninges,2001014874
120,0113,Closed brain biopsy,Closed [percutaneous] [needle] biopsy of brain,2001014875
121,0114,Open brain biopsy,Open biopsy of brain,2001014876
122,0115,Skull biopsy,Biopsy of skull,2001014877
123,0116,Intracranial 02 monitor,Intracranial oxygen monitoring,2001014878
124,0117,Brain temp monitoring,Brain temperature monitoring,2001014879
125,0118,Other brain dx procedure,Other diagnostic procedures on brain and cerebral meninges,2001014880
126,0119,Other skull dx procedure,Other diagnostic procedures on skull,2001014881
127,0120,Imp/repl brain pulse gen,Cranial implantation or replacement of neurostimulator pulse generator,2001014882
128,0121,Cranial sinus i & d,Incision and drainage of cranial sinus,2001014883
129,0122,Removal brain stim lead,Removal of intracranial neurostimulator lead(s),2001014884
130,0123,Reopen craniotomy site,Reopening of craniotomy site,2001014885
131,0124,Other craniotomy,Other craniotomy,2001014886
132,0125,Other craniectomy,Other craniectomy,2001014887
133,0126,Ins cath cranial cav/tis,Insertion of catheter(s) into cranial cavity or tissue,2001014888
134,0127,Rem cath cranial cav/tis,Removal of catheter(s) from cranial cavity or tissue,2001014889
135,0128,Intracereb cth-burr hole,Placement of intracerebral catheter(s) via burr hole(s),2001014890
136,0129,Rem brain pulse generatr,Removal of cranial neurostimulator pulse generator,2001014891
137,0001,Ther ult head & neck ves,Therapeutic ultrasound of vessels of head and neck,2001014892
138,0002,Ther ultrasound of heart,Therapeutic ultrasound of heart,2001014893
139,0003,Ther ult peripheral ves,Therapeutic ultrasound of peripheral vascular vessels,2001014894
140,0009,Other therapeutic ultsnd,Other therapeutic ultrasound,2001014895
141,0010,Implant chemothera agent,Implantation of chemotherapeutic agent,2001014896
142,0011,Infus drotrecogin alfa,Infusion of drotrecogin alfa (activated),2001014897
143,0012,Adm inhal nitric oxide,Administration of inhaled nitric oxide,2001014898
144,0013,Inject/infus nesiritide,Injection or infusion of nesiritide,2001014899
145,0014,Injection oxazolidinone,Injection or infusion of oxazolidinone class of antibiotics,2001014900
146,0015,High-dose infusion IL-2,High-dose infusion interleukin-2 [IL-2],2001014901
147,0016,Pressurized treat graft,Pressurized treatment of venous bypass graft [conduit] with pharmaceutical substance,2001014902
148,0017,Infusion of vasopressor,Infusion of vasopressor agent,2001014903
149,0018,Infus immunosup antibody,Infusion of immunosuppressive antibody therapy,2001014904
150,0019,BBBD via infusion,Disruption of blood brain barrier via infusion [BBBD],2001014905
151,0021,IVUS extracran cereb ves,Intravascular imaging of extracranial cerebral vessels,2001014906
152,0022,IVUS intrathoracic ves,Intravascular imaging of intrathoracic vessels,2001014907
153,0023,IVUS peripheral vessels,Intravascular imaging of peripheral vessels,2001014908
154,0024,IVUS coronary vessels,Intravascular imaging of coronary vessels,2001014909
155,0025,IVUS renal vessels,Intravascular imaging of renal vessels,2001014910
156,0028,Intravascul imaging NEC,"Intravascular imaging, other specified vessel(s)",2001014911
157,0029,Intravascul imaging NOS,"Intravascular imaging, unspecified vessel(s)",2001014912
158,0031,CAS w CT/CTA,Computer assisted surgery with CT/CTA,2001014913
159,0032,CAS w MR/MRA,Computer assisted surgery with MR/MRA,2001014914
160,0033,CAS w fluoroscopy,Computer assisted surgery with fluoroscopy,2001014915
161,0034,Imageless comp asst surg,Imageless computer assisted surgery,2001014916
162,0035,CAS w multiple datasets,Computer assisted surgery with multiple datasets,2001014917
163,0039,Other CAS,Other computer assisted surgery,2001014918
164,0040,Procedure-one vessel,Procedure on single vessel,2001014919
165,0041,Procedure-two vessels,Procedure on two vessels,2001014920
166,0042,Procedure-three vessels,Procedure on three vessels,2001014921
167,0043,Procedure-four+ vessels,Procedure on four or more vessels,2001014922
168,0044,Proc-vessel bifurcation,Procedure on vessel bifurcation,2001014923
169,0045,Insert 1 vascular stent,Insertion of one vascular stent,2001014924
170,0046,Insert 2 vascular stents,Insertion of two vascular stents,2001014925
